query	2	0	0	0.011
query	10	0	0	0.012
query	10	1	1	0.001
query	0	0	0	0.035
query	11	0	0	0.0
query	0	1	1	0.015
query	11	1	1	0.04
query	11	2	2	0.0
query	10	2	2	0.054
query	10	3	3	0.0
query	8	0	0	0.079
query	4	0	0	0.082
query	3	0	0	0.084
query	9	0	0	0.091
query	12	0	0	0.043
query	11	3	3	0.032
query	14	0	0	0.033
query	2	1	1	0.144
query	15	0	0	0.075
query	12	1	1	0.116
query	1	0	0	0.228
query	5	0	0	0.263
query	13	0	0	0.191
query	5	1	1	0.002
query	12	2	2	0.06
query	9	1	1	0.183
query	3	1	1	0.193
query	1	1	1	0.065
query	15	1	1	0.14
query	5	2	2	0.052
query	9	2	2	0.042
query	5	3	3	0.003
query	14	1	1	0.197
query	8	1	1	0.249
query	8	2	2	0.001
query	2	2	2	0.184
query	3	2	2	0.078
query	13	1	1	0.1
query	6	0	0	0.366
query	12	3	3	0.093
query	14	2	2	0.073
query	15	2	2	0.087
query	2	3	3	0.064
query	3	3	3	0.065
query	15	3	3	0.03
query	11	4	4	0.355
query	9	3	3	0.149
query	3	4	4	0.049
query	14	3	3	0.084
query	15	4	4	0.055
query	5	4	4	0.179
query	10	4	4	0.424
query	13	2	2	0.138
query	4	1	1	0.422
query	15	5	5	0.022
query	5	5	5	0.021
query	8	3	3	0.192
query	8	4	4	0.001
refresh	1	0.469
query	0	2	2	0.522
query	11	5	5	0.109
query	9	4	4	0.109
query	12	4	4	0.233
query	1	2	2	0.312
query	6	1	1	0.252
query	6	2	2	0.002
query	4	2	2	0.126
query	12	5	5	0.054
query	5	6	6	0.138
query	15	6	6	0.155
query	13	3	3	0.165
query	9	5	5	0.092
query	1	3	3	0.072
query	1	4	4	0.011
query	2	4	4	0.297
query	10	5	5	0.197
query	5	7	7	0.052
query	4	3	3	0.089
query	3	5	5	0.252
query	4	4	4	0.002
query	9	6	6	0.06
query	8	5	5	0.212
query	12	6	6	0.083
query	15	7	7	0.081
query	11	6	6	0.172
query	0	3	3	0.178
query	5	8	8	0.054
query	12	7	7	0.057
query	4	5	5	0.08
query	4	6	6	0.001
query	14	4	4	0.324
query	15	8	8	0.063
query	8	6	6	0.089
query	7	0	0	0.835
query	13	4	4	0.176
query	6	3	3	0.232
query	6	4	4	0.0
query	1	5	5	0.181
query	12	8	8	0.084
query	10	6	6	0.188
query	1	6	6	0.044
query	0	4	4	0.161
query	14	5	5	0.115
query	11	7	7	0.197
query	4	7	7	0.141
query	8	7	7	0.124
query	3	6	6	0.229
query	0	5	5	0.056
query	14	6	6	0.053
query	14	7	7	0.002
query	9	7	7	0.248
query	7	1	1	0.161
query	15	9	9	0.206
query	12	9	9	0.136
refresh	2	0.458
query	11	8	8	0.084
query	5	9	9	0.268
query	14	8	8	0.066
query	14	9	9	0.001
query	12	10	10	0.036
query	1	7	7	0.158
query	5	10	10	0.049
query	11	9	9	0.061
query	2	5	5	0.392
query	14	10	10	0.064
query	15	10	10	0.101
query	12	11	11	0.073
query	5	11	11	0.056
query	11	10	10	0.052
query	5	12	12	0.007
query	4	8	8	0.213
query	12	12	12	0.049
query	7	2	2	0.182
query	0	6	6	0.228
query	14	11	11	0.093
query	15	11	11	0.094
query	15	12	12	0.001
query	13	5	5	0.388
query	0	7	7	0.058
query	5	13	13	0.11
query	1	8	8	0.194
query	11	11	11	0.128
query	12	13	13	0.095
query	4	9	9	0.121
query	15	13	13	0.071
query	15	14	14	0.001
query	5	14	14	0.065
query	15	15	15	0.061
query	9	8	8	0.366
query	11	12	12	0.091
query	9	9	9	0.024
query	14	12	12	0.173
query	13	6	6	0.144
query	9	10	10	0.029
query	0	8	8	0.144
query	15	16	16	0.064
query	8	8	8	0.461
query	5	15	15	0.093
query	12	14	14	0.151
query	10	7	7	0.54
query	11	13	13	0.079
query	6	5	5	0.593
query	5	16	16	0.037
query	1	9	9	0.195
query	3	7	7	0.509
query	4	10	10	0.198
query	13	7	7	0.113
query	15	17	17	0.103
query	8	9	9	0.103
query	3	8	8	0.063
query	11	14	14	0.089
query	6	6	6	0.09
query	9	11	11	0.147
query	0	9	9	0.147
query	9	12	12	0.003
query	5	17	17	0.1
refresh	3	0.536
query	14	13	13	0.187
query	1	10	10	0.116
query	1	11	11	0.001
query	8	10	10	0.065
query	15	18	18	0.071
query	9	13	13	0.052
query	9	14	14	0.0
query	0	10	10	0.057
query	11	15	15	0.099
query	0	11	11	0.035
query	9	15	15	0.045
query	1	12	12	0.076
query	1	13	13	0.0
query	2	6	6	0.569
query	3	9	9	0.155
query	5	18	18	0.126
query	6	7	7	0.144
query	9	16	16	0.052
query	15	19	19	0.122
query	8	11	11	0.127
query	2	7	7	0.049
query	11	16	16	0.082
query	2	8	8	0.005
query	0	12	12	0.079
query	13	8	8	0.231
query	15	20	20	0.041
query	15	21	21	0.022
query	8	12	12	0.078
query	9	17	17	0.093
query	2	9	9	0.095
query	2	10	10	0.001
query	13	9	9	0.093
query	0	13	13	0.107
query	1	14	14	0.188
query	15	22	22	0.077
query	8	13	13	0.068
query	11	17	17	0.152
query	5	19	19	0.188
query	0	14	14	0.046
query	0	15	15	0.001
query	13	10	10	0.056
query	13	11	11	0.019
query	9	18	18	0.101
query	7	3	3	0.711
query	3	10	10	0.216
query	2	11	11	0.097
query	13	12	12	0.02
query	10	8	8	0.483
query	4	11	11	0.441
query	8	14	14	0.074
query	10	9	9	0.033
query	7	4	4	0.058
query	5	20	20	0.093
query	0	16	16	0.095
query	0	17	17	0.001
query	13	13	13	0.057
query	6	8	8	0.295
query	2	12	12	0.068
query	8	15	15	0.054
refresh	4	0.451
query	4	12	12	0.111
query	2	13	13	0.056
query	9	19	19	0.152
query	0	18	18	0.095
query	7	5	5	0.118
query	1	15	15	0.228
query	6	9	9	0.098
query	12	15	15	0.653
query	10	10	10	0.13
query	13	14	14	0.109
query	1	16	16	0.028
query	2	14	14	0.067
query	3	11	11	0.206
query	14	14	14	0.541
query	15	23	23	0.26
query	15	24	24	0.0
query	3	12	12	0.01
query	5	21	21	0.151
query	8	16	16	0.131
query	4	13	13	0.101
query	4	14	14	0.027
query	15	25	0	0.063
query	6	10	10	0.096
query	7	6	6	0.102
query	13	15	15	0.099
query	14	15	15	0.081
query	1	17	17	0.091
query	3	13	13	0.082
query	6	11	11	0.024
query	3	14	14	0.001
query	12	16	16	0.12
query	3	15	15	0.009
query	0	19	19	0.14
query	8	17	17	0.093
query	7	7	7	0.046
query	4	15	15	0.059
query	2	15	15	0.149
query	14	16	16	0.078
query	1	18	18	0.076
query	3	16	16	0.075
query	3	17	17	0.022
query	7	8	8	0.089
query	6	12	12	0.114
query	5	22	22	0.2
query	10	11	11	0.251
query	13	16	16	0.153
query	1	19	19	0.063
query	14	17	17	0.078
query	7	9	9	0.064
query	2	16	16	0.123
query	14	18	18	0.044
query	14	19	19	0.011
query	8	18	18	0.232
query	0	20	20	0.251
query	15	26	1	0.308
query	11	18	18	0.619
query	12	17	17	0.288
query	1	20	20	0.155
refresh	5	0.475
query	9	20	20	0.453
query	11	19	19	0.047
query	1	21	21	0.047
query	13	17	17	0.205
query	3	18	18	0.249
query	14	20	20	0.156
query	12	18	18	0.071
query	8	19	19	0.152
query	6	13	13	0.292
query	8	20	20	0.036
query	15	27	2	0.153
query	5	23	23	0.324
query	5	24	24	0.0
query	3	19	19	0.093
query	2	17	17	0.273
query	7	10	10	0.279
query	4	16	16	0.439
query	9	21	21	0.163
query	1	22	22	0.131
query	14	21	21	0.116
query	6	14	14	0.08
query	15	28	3	0.1
query	2	18	18	0.102
query	14	22	22	0.088
query	6	15	15	0.085
query	0	21	21	0.312
query	15	29	4	0.06
query	15	30	5	0.009
query	1	23	23	0.142
query	1	24	24	0.0
query	3	20	20	0.179
query	14	23	23	0.067
query	14	24	24	0.0
query	6	16	16	0.059
query	10	12	12	0.506
query	9	22	22	0.189
query	5	25	0	0.215
query	5	26	1	0.002
query	7	11	11	0.208
query	14	25	0	0.041
query	12	19	19	0.309
query	6	17	17	0.059
query	2	19	19	0.151
query	8	21	21	0.276
query	11	20	20	0.381
query	6	18	18	0.033
query	3	21	21	0.098
query	9	23	23	0.075
query	9	24	24	0.0
query	7	12	12	0.078
query	12	20	20	0.091
query	12	21	21	0.001
query	3	22	22	0.047
query	2	20	20	0.074
query	14	26	1	0.113
query	6	19	19	0.06
query	1	25	0	0.184
query	3	23	23	0.034
query	3	24	24	0.0
query	15	31	6	0.207
query	5	27	2	0.161
query	5	28	3	0.001
query	11	21	21	0.119
query	9	25	0	0.123
query	14	27	2	0.078
query	6	20	20	0.087
query	2	21	21	0.102
refresh	6	0.601
query	15	32	7	0.088
query	1	26	1	0.101
query	7	13	13	0.16
query	2	22	22	0.03
query	4	17	17	0.45
query	13	18	18	0.577
query	14	28	3	0.059
query	3	25	0	0.115
query	6	21	21	0.071
query	15	33	8	0.046
query	0	22	22	0.409
query	3	26	1	0.079
query	10	13	13	0.375
query	12	22	22	0.261
query	12	23	23	0.001
query	12	24	24	0.0
query	6	22	22	0.102
query	8	22	22	0.337
query	5	29	4	0.225
query	3	27	2	0.049
query	8	23	23	0.031
query	8	24	24	0.0
query	3	28	3	0.045
query	5	30	5	0.059
query	11	22	22	0.271
query	15	34	9	0.169
query	2	23	23	0.201
query	2	24	24	0.0
query	10	14	14	0.145
query	14	29	4	0.249
query	2	25	0	0.063
query	6	23	23	0.135
query	6	24	24	0.0
query	3	29	4	0.093
query	8	25	0	0.122
query	7	14	14	0.297
query	0	23	23	0.229
query	0	24	24	0.0
query	9	26	1	0.394
query	15	35	10	0.157
query	2	26	1	0.094
query	1	27	2	0.378
query	9	27	2	0.04
query	2	27	2	0.025
query	14	30	5	0.139
query	6	25	0	0.144
query	0	25	0	0.112
query	5	31	6	0.218
query	1	28	3	0.066
query	3	30	5	0.163
query	0	26	1	0.029
query	15	36	11	0.084
query	14	31	6	0.048
query	15	37	12	0.002
query	14	32	7	0.001
query	1	29	4	0.017
query	2	28	3	0.094
query	14	33	8	0.043
query	14	34	9	0.0
query	15	38	13	0.05
query	15	39	14	0.001
query	13	19	19	0.487
query	5	32	7	0.088
query	13	20	20	0.006
query	6	26	1	0.092
query	6	27	2	0.001
query	4	18	18	0.503
refresh	7	0.544
query	9	28	3	0.155
query	14	35	10	0.07
query	2	29	4	0.099
query	1	30	5	0.146
query	3	31	6	0.16
query	0	27	2	0.164
query	14	36	11	0.049
query	13	21	21	0.105
query	13	22	22	0.001
query	15	40	15	0.113
query	1	31	6	0.028
query	11	23	23	0.437
query	11	24	24	0.0
query	8	26	1	0.348
query	8	27	2	0.001
query	7	15	15	0.351
query	11	25	0	0.013
query	12	25	0	0.547
query	1	32	7	0.054
query	13	23	23	0.07
query	13	24	24	0.0
query	15	41	16	0.082
query	6	28	3	0.188
query	6	29	4	0.0
query	9	29	4	0.174
query	0	28	3	0.106
query	8	28	3	0.083
query	8	29	4	0.0
query	0	29	4	0.031
query	1	33	8	0.079
query	10	15	15	0.508
query	14	37	12	0.156
query	15	42	17	0.096
query	13	25	0	0.121
query	5	33	8	0.329
query	2	30	5	0.255
query	9	30	5	0.126
query	0	30	5	0.098
query	1	34	9	0.125
query	15	43	18	0.096
query	9	31	6	0.05
query	13	26	1	0.092
